timestamp,id,x,y,type,cell,simid
1756909269955,12,1734.38,1726.01,mc,2,1756909269745
1756909269955,13,1166.63,738.12,mc,7,1756909269745
1756909269955,14,2019.36,787.865,mc,8,1756909269745
1756909269955,15,1850.41,1149.91,mc,2,1756909269745
1756909269955,16,1410.37,1725.88,mc,2,1756909269745
1756909269955,17,2096.11,2059.45,mc,4,1756909269745
1756909269955,18,2214.25,1644.35,mc,3,1756909269745
1756909269955,19,1420.61,2361.84,mc,5,1756909269745
1756909269955,20,878.523,2207.64,mc,5,1756909269745
1756909269955,21,1442.1,2445.62,mc,5,1756909269745
1756909269955,22,900.954,793.746,mc,7,1756909269745
1756909269955,23,1723.86,1757.36,mc,2,1756909269745
1756909269955,24,1894.96,592.174,mc,8,1756909269745
1756909269955,25,2402.45,1825.91,mc,3,1756909269745
1756909269955,26,1997.95,2248.26,mc,4,1756909269745
1756909269955,27,1427.09,1425.09,mc,2,1756909269745
1756909269955,28,1015.78,2226.52,mc,5,1756909269745
1756909270055,1,1614.63,957.907,mc,8,1756909269745
1756909270055,2,1078.22,2377.11,mc,5,1756909269745
1756909270055,3,2339.61,1372.57,mc,3,1756909269745
1756909270055,4,696.015,1393.85,mc,6,1756909269745
1756909270055,5,2325.84,1971.46,mc,3,1756909269745
1756909270055,6,1517.9,1648.29,mc,2,1756909269745
1756909270055,7,2002.66,1338.77,mc,3,1756909269745
1756909270055,8,1852.58,2130.91,mc,4,1756909269745
1756909270055,9,559.772,1665.25,mc,6,1756909269745
1756909270055,10,1759.5,1692.81,mc,2,1756909269745
1756909270055,11,1537.78,1094.52,mc,2,1756909269745
1756909270055,12,1733.95,1726.24,mc,2,1756909269745
1756909270055,13,1166.57,737.634,mc,7,1756909269745
1756909270055,14,2019.29,787.775,mc,8,1756909269745
1756909270055,15,1850.68,1149.69,mc,2,1756909269745
1756909270055,16,1410.28,1726.15,mc,2,1756909269745
1756909270055,17,2096.11,2059.26,mc,4,1756909269745
1756909270055,18,2214.27,1644.03,mc,3,1756909269745
1756909270055,19,1420.71,2361.36,mc,5,1756909269745
1756909270055,20,878.444,2207.77,mc,5,1756909269745
1756909270055,21,1441.69,2445.64,mc,5,1756909269745
1756909270055,22,900.725,793.452,mc,7,1756909269745
1756909270055,23,1724.09,1757.03,mc,2,1756909269745
1756909270055,24,1894.82,592.085,mc,8,1756909269745
1756909270055,25,2402.33,1825.83,mc,3,1756909269745
1756909270055,26,1997.84,2247.99,mc,4,1756909269745
1756909270055,27,1426.88,1425.15,mc,2,1756909269745
1756909270055,28,1015.7,2226.73,mc,5,1756909269745
1756909270155,1,1614.26,957.599,mc,8,1756909269745
1756909270155,2,1078.47,2377.16,mc,5,1756909269745
1756909270155,3,2339.54,1372.96,mc,3,1756909269745
1756909270155,4,696.034,1393.63,mc,6,1756909269745
1756909270155,5,2325.7,1971.67,mc,3,1756909269745
1756909270155,6,1517.64,1648.56,mc,2,1756909269745
1756909270155,7,2002.69,1338.49,mc,3,1756909269745
1756909270155,8,1852.68,2130.96,mc,4,1756909269745
1756909270155,9,559.59,1665.21,mc,6,1756909269745
1756909270155,10,1759.73,1692.42,mc,2,1756909269745
1756909270155,11,1537.86,1094.69,mc,2,1756909269745
1756909270155,12,1733.51,1726.46,mc,2,1756909269745
1756909270155,13,1166.5,737.149,mc,7,1756909269745
1756909270155,14,2019.21,787.684,mc,8,1756909269745
1756909270155,15,1850.95,1149.47,mc,2,1756909269745
1756909270155,16,1410.2,1726.42,mc,2,1756909269745
1756909270155,17,2096.11,2059.08,mc,4,1756909269745
1756909270155,18,2214.3,1643.71,mc,3,1756909269745
1756909270155,19,1420.81,2360.88,mc,5,1756909269745
1756909270155,20,878.365,2207.89,mc,5,1756909269745
1756909270155,21,1441.28,2445.65,mc,5,1756909269745
1756909270155,22,900.496,793.158,mc,7,1756909269745
1756909270155,23,1724.31,1756.7,mc,2,1756909269745
1756909270155,24,1894.67,591.996,mc,8,1756909269745
1756909270155,25,2402.2,1825.76,mc,3,1756909269745
1756909270155,26,1997.72,2247.71,mc,4,1756909269745
1756909270155,27,1426.66,1425.21,mc,2,1756909269745
1756909270155,28,1015.61,2226.94,mc,5,1756909269745
1756909270255,1,1613.89,957.291,mc,8,1756909269745
1756909270255,2,1078.72,2377.21,mc,5,1756909269745
1756909270255,3,2339.47,1373.34,mc,3,1756909269745
1756909270255,4,696.053,1393.41,mc,6,1756909269745
1756909270255,5,2325.55,1971.88,mc,3,1756909269745
1756909270255,6,1517.37,1648.83,mc,2,1756909269745
1756909270255,7,2002.72,1338.21,mc,3,1756909269745
1756909270255,8,1852.79,2131,mc,4,1756909269745
1756909270255,9,559.409,1665.18,mc,6,1756909269745
1756909270255,10,1759.97,1692.04,mc,2,1756909269745
1756909270255,11,1537.93,1094.86,mc,2,1756909269745
1756909270255,12,1733.07,1726.68,mc,2,1756909269745
1756909270255,13,1166.43,736.663,mc,7,1756909269745
1756909270255,14,2019.14,787.594,mc,8,1756909269745
1756909270255,15,1851.22,1149.24,mc,2,1756909269745
1756909270255,16,1410.11,1726.69,mc,2,1756909269745
1756909270255,17,2096.11,2058.9,mc,4,1756909269745
1756909270255,18,2214.32,1643.39,mc,3,1756909269745
1756909270255,19,1420.92,2360.4,mc,5,1756909269745
1756909270255,20,878.285,2208.02,mc,5,1756909269745
1756909270255,21,1440.86,2445.66,mc,5,1756909269745
1756909270255,22,900.267,792.864,mc,7,1756909269745
1756909270255,23,1724.54,1756.37,mc,2,1756909269745
1756909270255,24,1894.53,591.907,mc,8,1756909269745
1756909270255,25,2402.07,1825.68,mc,3,1756909269745
1756909270255,26,1997.6,2247.44,mc,4,1756909269745
1756909270255,27,1426.45,1425.27,mc,2,1756909269745
1756909270255,28,1015.52,2227.15,mc,5,1756909269745
1756909270355,1,1613.52,956.983,mc,8,1756909269745
1756909270355,2,1078.97,2377.27,mc,5,1756909269745
1756909270355,3,2339.4,1373.72,mc,3,1756909269745
1756909270355,4,696.072,1393.19,mc,6,1756909269745
1756909270355,5,2325.41,1972.09,mc,3,1756909269745
1756909270355,6,1517.11,1649.11,mc,2,1756909269745
1756909270355,7,2002.75,1337.93,mc,3,1756909269745
1756909270355,8,1852.89,2131.05,mc,4,1756909269745
1756909270355,9,559.228,1665.14,mc,6,1756909269745
1756909270355,10,1760.2,1691.65,mc,2,1756909269745
1756909270355,11,1538.01,1095.02,mc,2,1756909269745
1756909270355,12,1732.63,1726.9,mc,2,1756909269745
1756909270355,13,1166.36,736.177,mc,7,1756909269745
1756909270355,14,2019.07,787.504,mc,8,1756909269745
1756909270355,15,1851.49,1149.02,mc,2,1756909269745
1756909270355,16,1410.03,1726.96,mc,2,1756909269745
1756909270355,17,2096.12,2058.72,mc,4,1756909269745
1756909270355,18,2214.34,1643.07,mc,3,1756909269745
1756909270355,19,1421.02,2359.92,mc,5,1756909269745
1756909270355,20,878.206,2208.15,mc,5,1756909269745
1756909270355,21,1440.45,2445.68,mc,5,1756909269745
1756909270355,22,900.038,792.57,mc,7,1756909269745
1756909270355,23,1724.76,1756.04,mc,2,1756909269745
1756909270355,24,1894.38,591.818,mc,8,1756909269745
1756909270355,25,2401.95,1825.6,mc,3,1756909269745
1756909270355,26,1997.48,2247.17,mc,4,1756909269745
1756909270355,27,1426.23,1425.34,mc,2,1756909269745
1756909270355,28,1015.43,2227.35,mc,5,1756909269745
1756909270455,1,1613.15,956.676,mc,8,1756909269745
1756909270455,2,1079.22,2377.32,mc,5,1756909269745
1756909270455,3,2339.33,1374.1,mc,3,1756909269745
1756909270455,4,696.091,1392.98,mc,6,1756909269745
1756909270455,5,2325.27,1972.29,mc,3,1756909269745
1756909270455,6,1516.85,1649.38,mc,2,1756909269745
1756909270455,7,2002.78,1337.65,mc,3,1756909269745
1756909270455,8,1852.99,2131.1,mc,4,1756909269745
1756909270455,9,559.046,1665.11,mc,6,1756909269745
1756909270455,10,1760.43,1691.27,mc,2,1756909269745
1756909270455,11,1538.09,1095.19,mc,2,1756909269745
1756909270455,12,1732.19,1727.13,mc,2,1756909269745
1756909270455,13,1166.29,735.691,mc,7,1756909269745
1756909270455,14,2019,787.413,mc,8,1756909269745
1756909270455,15,1851.75,1148.8,mc,2,1756909269745
1756909270455,16,1409.94,1727.23,mc,2,1756909269745
1756909270455,17,2096.12,2058.54,mc,4,1756909269745
1756909270455,18,2214.37,1642.75,mc,3,1756909269745
1756909270455,19,1421.13,2359.43,mc,5,1756909269745
1756909270455,20,878.127,2208.27,mc,5,1756909269745
1756909270455,21,1440.03,2445.69,mc,5,1756909269745
1756909270455,22,899.809,792.276,mc,7,1756909269745
1756909270455,23,1724.99,1755.7,mc,2,1756909269745
1756909270455,24,1894.24,591.729,mc,8,1756909269745
1756909270455,25,2401.82,1825.53,mc,3,1756909269745
1756909270455,26,1997.37,2246.89,mc,4,1756909269745
1756909270455,27,1426.02,1425.4,mc,2,1756909269745
1756909270455,28,1015.35,2227.56,mc,5,1756909269745
1756909270555,1,1612.78,956.368,mc,8,1756909269745
1756909270555,2,1079.47,2377.37,mc,5,1756909269745
1756909270555,3,2339.26,1374.49,mc,3,1756909269745
1756909270555,4,696.11,1392.76,mc,6,1756909269745
1756909270555,5,2325.13,1972.5,mc,3,1756909269745
1756909270555,6,1516.58,1649.66,mc,2,1756909269745
1756909270555,7,2002.81,1337.37,mc,3,1756909269745
1756909270555,8,1853.09,2131.14,mc,4,1756909269745
1756909270555,9,558.865,1665.07,mc,6,1756909269745
1756909270555,10,1760.67,1690.89,mc,2,1756909269745
1756909270555,11,1538.16,1095.36,mc,2,1756909269745
1756909270555,12,1731.75,1727.35,mc,2,1756909269745
1756909270555,13,1166.23,735.206,mc,7,1756909269745
1756909270555,14,2018.93,787.323,mc,8,1756909269745
1756909270555,15,1852.02,1148.58,mc,2,1756909269745
1756909270555,16,1409.85,1727.5,mc,2,1756909269745
1756909270555,17,2096.12,2058.35,mc,4,1756909269745
1756909270555,18,2214.39,1642.43,mc,3,1756909269745
1756909270555,19,1421.23,2358.95,mc,5,1756909269745
1756909270555,20,878.047,2208.4,mc,5,1756909269745
1756909270555,21,1439.62,2445.7,mc,5,1756909269745
1756909270555,22,899.581,791.982,mc,7,1756909269745
1756909270555,23,1725.21,1755.37,mc,2,1756909269745
1756909270555,24,1894.1,591.639,mc,8,1756909269745
1756909270555,25,2401.69,1825.45,mc,3,1756909269745
1756909270555,26,1997.25,2246.62,mc,4,1756909269745
1756909270555,27,1425.8,1425.46,mc,2,1756909269745
1756909270555,28,1015.26,2227.77,mc,5,1756909269745
1756909270655,1,1612.41,956.06,mc,8,1756909269745
1756909270655,2,1079.72,2377.42,mc,5,1756909269745
1756909270655,3,2339.19,1374.87,mc,3,1756909269745
1756909270655,4,696.129,1392.54,mc,6,1756909269745
1756909270655,5,2324.98,1972.71,mc,3,1756909269745
1756909270655,6,1516.32,1649.93,mc,2,1756909269745
1756909270655,7,2002.84,1337.09,mc,3,1756909269745
1756909270655,8,1853.2,2131.19,mc,4,1756909269745
1756909270655,9,558.683,1665.03,mc,6,1756909269745
1756909270655,10,1760.9,1690.5,mc,2,1756909269745
1756909270655,11,1538.24,1095.52,mc,2,1756909269745
1756909270655,12,1731.32,1727.57,mc,2,1756909269745
1756909270655,13,1166.16,734.72,mc,7,1756909269745
1756909270655,14,2018.86,787.233,mc,8,1756909269745
1756909270655,15,1852.29,1148.36,mc,2,1756909269745
1756909270655,16,1409.77,1727.77,mc,2,1756909269745
1756909270655,17,2096.12,2058.17,mc,4,1756909269745
1756909270655,18,2214.41,1642.11,mc,3,1756909269745
1756909270655,19,1421.34,2358.47,mc,5,1756909269745
1756909270655,20,877.968,2208.52,mc,5,1756909269745
1756909270655,21,1439.21,2445.72,mc,5,1756909269745
1756909270655,22,899.352,791.688,mc,7,1756909269745
1756909270655,23,1725.44,1755.04,mc,2,1756909269745
1756909270655,24,1893.95,591.55,mc,8,1756909269745
1756909270655,25,2401.57,1825.37,mc,3,1756909269745
1756909270655,26,1997.13,2246.34,mc,4,1756909269745
1756909270655,27,1425.59,1425.52,mc,2,1756909269745
1756909270655,28,1015.17,2227.98,mc,5,1756909269745
1756909270755,1,1612.04,955.752,mc,8,1756909269745
1756909270755,2,1079.97,2377.47,mc,5,1756909269745
1756909270755,3,2339.12,1375.25,mc,3,1756909269745
1756909270755,4,696.148,1392.32,mc,6,1756909269745
1756909270755,5,2324.84,1972.92,mc,3,1756909269745
1756909270755,6,1516.06,1650.2,mc,2,1756909269745
1756909270755,7,2002.87,1336.81,mc,3,1756909269745
1756909270755,8,1853.3,2131.24,mc,4,1756909269745
1756909270755,9,558.502,1665,mc,6,1756909269745
1756909270755,10,1761.13,1690.12,mc,2,1756909269745
1756909270755,11,1538.31,1095.69,mc,2,1756909269745
1756909270755,12,1730.88,1727.79,mc,2,1756909269745
1756909270755,13,1166.09,734.234,mc,7,1756909269745
1756909270755,14,2018.79,787.143,mc,8,1756909269745
1756909270755,15,1852.56,1148.13,mc,2,1756909269745
1756909270755,16,1409.68,1728.04,mc,2,1756909269745
1756909270755,17,2096.13,2057.99,mc,4,1756909269745
1756909270755,18,2214.44,1641.78,mc,3,1756909269745
1756909270755,19,1421.44,2357.99,mc,5,1756909269745
1756909270755,20,877.889,2208.65,mc,5,1756909269745
1756909270755,21,1438.79,2445.73,mc,5,1756909269745
1756909270755,22,899.123,791.394,mc,7,1756909269745
1756909270755,23,1725.67,1754.71,mc,2,1756909269745
1756909270755,24,1893.81,591.461,mc,8,1756909269745
1756909270755,25,2401.44,1825.3,mc,3,1756909269745
1756909270755,26,1997.01,2246.07,mc,4,1756909269745
1756909270755,27,1425.37,1425.58,mc,2,1756909269745
1756909270755,28,1015.09,2228.19,mc,5,1756909269745
1756909270855,1,1611.68,955.444,mc,8,1756909269745
1756909270855,2,1080.22,2377.52,mc,5,1756909269745
1756909270855,3,2339.05,1375.64,mc,3,1756909269745
1756909270855,4,696.167,1392.11,mc,6,1756909269745
1756909270855,5,2324.7,1973.13,mc,3,1756909269745
1756909270855,6,1515.8,1650.48,mc,2,1756909269745
1756909270855,7,2002.89,1336.53,mc,3,1756909269745
1756909270855,8,1853.4,2131.28,mc,4,1756909269745
1756909270855,9,558.32,1664.96,mc,6,1756909269745
1756909270855,10,1761.37,1689.74,mc,2,1756909269745
1756909270855,11,1538.39,1095.86,mc,2,1756909269745
1756909270855,12,1730.44,1728.02,mc,2,1756909269745
1756909270855,13,1166.02,733.748,mc,7,1756909269745
1756909270855,14,2018.71,787.052,mc,8,1756909269745
1756909270855,15,1852.83,1147.91,mc,2,1756909269745
1756909270855,16,1409.6,1728.31,mc,2,1756909269745
1756909270855,17,2096.13,2057.81,mc,4,1756909269745
1756909270855,18,2214.46,1641.46,mc,3,1756909269745
1756909270855,19,1421.54,2357.51,mc,5,1756909269745
1756909270855,20,877.81,2208.77,mc,5,1756909269745
1756909270855,21,1438.38,2445.75,mc,5,1756909269745
1756909270855,22,898.894,791.1,mc,7,1756909269745
1756909270855,23,1725.89,1754.38,mc,2,1756909269745
1756909270855,24,1893.66,591.372,mc,8,1756909269745
1756909270855,25,2401.31,1825.22,mc,3,1756909269745
1756909270855,26,1996.9,2245.8,mc,4,1756909269745
1756909270855,27,1425.16,1425.65,mc,2,1756909269745
1756909270855,28,1015,2228.4,mc,5,1756909269745
1756909270955,1,1611.31,955.136,mc,8,1756909269745
1756909270955,2,1080.47,2377.57,mc,5,1756909269745
1756909270955,3,2338.98,1376.02,mc,3,1756909269745
1756909270955,4,696.186,1391.89,mc,6,1756909269745
1756909270955,5,2324.56,1973.34,mc,3,1756909269745
1756909270955,6,1515.53,1650.75,mc,2,1756909269745
1756909270955,7,2002.92,1336.25,mc,3,1756909269745
1756909270955,8,1853.5,2131.33,mc,4,1756909269745
1756909270955,9,558.139,1664.92,mc,6,1756909269745
1756909270955,10,1761.6,1689.35,mc,2,1756909269745
1756909270955,11,1538.47,1096.02,mc,2,1756909269745
1756909270955,12,1730,1728.24,mc,2,1756909269745
1756909270955,13,1165.95,733.262,mc,7,1756909269745
1756909270955,14,2018.64,786.962,mc,8,1756909269745
1756909270955,15,1853.1,1147.69,mc,2,1756909269745
1756909270955,16,1409.51,1728.58,mc,2,1756909269745
1756909270955,17,2096.13,2057.62,mc,4,1756909269745
1756909270955,18,2214.48,1641.14,mc,3,1756909269745
1756909270955,19,1421.65,2357.03,mc,5,1756909269745
1756909270955,20,877.73,2208.9,mc,5,1756909269745
1756909270955,21,1437.96,2445.76,mc,5,1756909269745
1756909270955,22,898.665,790.806,mc,7,1756909269745
1756909270955,23,1726.12,1754.05,mc,2,1756909269745
1756909270955,24,1893.52,591.283,mc,8,1756909269745
1756909270955,25,2401.19,1825.14,mc,3,1756909269745
1756909270955,26,1996.78,2245.52,mc,4,1756909269745
1756909270955,27,1424.94,1425.71,mc,2,1756909269745
1756909270955,28,1014.91,2228.61,mc,5,1756909269745
1756909271055,1,1610.94,954.828,mc,8,1756909269745
1756909271055,2,1080.72,2377.62,mc,5,1756909269745
1756909271055,3,2338.91,1376.4,mc,3,1756909269745
1756909271055,4,696.205,1391.67,mc,6,1756909269745
1756909271055,5,2324.41,1973.54,mc,3,1756909269745
1756909271055,6,1515.27,1651.03,mc,2,1756909269745
1756909271055,7,2002.95,1335.97,mc,3,1756909269745
1756909271055,8,1853.6,2131.37,mc,4,1756909269745
1756909271055,9,557.958,1664.89,mc,6,1756909269745
1756909271055,10,1761.83,1688.97,mc,2,1756909269745
1756909271055,11,1538.54,1096.19,mc,2,1756909269745
1756909271055,12,1729.56,1728.46,mc,2,1756909269745
1756909271055,13,1165.89,732.777,mc,7,1756909269745
1756909271055,14,2018.57,786.872,mc,8,1756909269745
1756909271055,15,1853.37,1147.47,mc,2,1756909269745
1756909271055,16,1409.42,1728.85,mc,2,1756909269745
1756909271055,17,2096.13,2057.44,mc,4,1756909269745
1756909271055,18,2214.51,1640.82,mc,3,1756909269745
1756909271055,19,1421.75,2356.55,mc,5,1756909269745
1756909271055,20,877.651,2209.02,mc,5,1756909269745
1756909271055,21,1437.55,2445.77,mc,5,1756909269745
1756909271055,22,898.436,790.513,mc,7,1756909269745
1756909271055,23,1726.34,1753.71,mc,2,1756909269745
1756909271055,24,1893.37,591.194,mc,8,1756909269745
1756909271055,25,2401.06,1825.07,mc,3,1756909269745
1756909271055,26,1996.66,2245.25,mc,4,1756909269745
1756909271055,27,1424.72,1425.77,mc,2,1756909269745
1756909271055,28,1014.82,2228.82,mc,5,1756909269745
1756909271155,1,1610.57,954.52,mc,8,1756909269745
1756909271155,2,1080.97,2377.68,mc,5,1756909269745
1756909271155,3,2338.84,1376.79,mc,3,1756909269745
1756909271155,4,696.224,1391.46,mc,6,1756909269745
1756909271155,5,2324.27,1973.75,mc,3,1756909269745
1756909271155,6,1515.01,1651.3,mc,2,1756909269745
1756909271155,7,2002.98,1335.69,mc,3,1756909269745
1756909271155,8,1853.71,2131.42,mc,4,1756909269745
1756909271155,9,557.776,1664.85,mc,6,1756909269745
1756909271155,10,1762.07,1688.59,mc,2,1756909269745
1756909271155,11,1538.62,1096.36,mc,2,1756909269745
1756909271155,12,1729.12,1728.69,mc,2,1756909269745
1756909271155,13,1165.82,732.291,mc,7,1756909269745
1756909271155,14,2018.5,786.782,mc,8,1756909269745
1756909271155,15,1853.63,1147.24,mc,2,1756909269745
1756909271155,16,1409.34,1729.12,mc,2,1756909269745
1756909271155,17,2096.14,2057.26,mc,4,1756909269745
1756909271155,18,2214.53,1640.5,mc,3,1756909269745
1756909271155,19,1421.86,2356.07,mc,5,1756909269745
1756909271155,20,877.572,2209.15,mc,5,1756909269745
1756909271155,21,1437.14,2445.79,mc,5,1756909269745
1756909271155,22,898.207,790.219,mc,7,1756909269745
1756909271155,23,1726.57,1753.38,mc,2,1756909269745
1756909271155,24,1893.23,591.104,mc,8,1756909269745
1756909271155,25,2400.93,1824.99,mc,3,1756909269745
1756909271155,26,1996.54,2244.97,mc,4,1756909269745
1756909271155,27,1424.51,1425.83,mc,2,1756909269745
1756909271155,28,1014.74,2229.03,mc,5,1756909269745
1756909271255,1,1610.2,954.212,mc,8,1756909269745
1756909271255,2,1081.22,2377.73,mc,5,1756909269745
1756909271255,3,2338.77,1377.17,mc,3,1756909269745
1756909271255,4,696.243,1391.24,mc,6,1756909269745
1756909271255,5,2324.13,1973.96,mc,3,1756909269745
1756909271255,6,1514.74,1651.57,mc,2,1756909269745
1756909271255,7,2003.01,1335.41,mc,3,1756909269745
1756909271255,8,1853.81,2131.47,mc,4,1756909269745
1756909271255,9,557.595,1664.82,mc,6,1756909269745
1756909271255,10,1762.3,1688.2,mc,2,1756909269745
1756909271255,11,1538.69,1096.52,mc,2,1756909269745
1756909271255,12,1728.69,1728.91,mc,2,1756909269745
1756909271255,13,1165.75,731.805,mc,7,1756909269745
1756909271255,14,2018.43,786.691,mc,8,1756909269745
1756909271255,15,1853.9,1147.02,mc,2,1756909269745
1756909271255,16,1409.25,1729.39,mc,2,1756909269745
1756909271255,17,2096.14,2057.08,mc,4,1756909269745
1756909271255,18,2214.55,1640.18,mc,3,1756909269745
1756909271255,19,1421.96,2355.59,mc,5,1756909269745
1756909271255,20,877.492,2209.27,mc,5,1756909269745
1756909271255,21,1436.72,2445.8,mc,5,1756909269745
1756909271255,22,897.979,789.925,mc,7,1756909269745
1756909271255,23,1726.8,1753.05,mc,2,1756909269745
1756909271255,24,1893.09,591.015,mc,8,1756909269745
1756909271255,25,2400.81,1824.91,mc,3,1756909269745
1756909271255,26,1996.42,2244.7,mc,4,1756909269745
1756909271255,27,1424.29,1425.89,mc,2,1756909269745
1756909271255,28,1014.65,2229.24,mc,5,1756909269745
1756909271355,1,1609.83,953.904,mc,8,1756909269745
1756909271355,2,1081.47,2377.78,mc,5,1756909269745
1756909271355,3,2338.7,1377.55,mc,3,1756909269745
1756909271355,4,696.262,1391.02,mc,6,1756909269745
1756909271355,5,2323.99,1974.17,mc,3,1756909269745
1756909271355,6,1514.48,1651.85,mc,2,1756909269745
1756909271355,7,2003.04,1335.13,mc,3,1756909269745
1756909271355,8,1853.91,2131.51,mc,4,1756909269745
1756909271355,9,557.413,1664.78,mc,6,1756909269745
1756909271355,10,1762.54,1687.82,mc,2,1756909269745
1756909271355,11,1538.77,1096.69,mc,2,1756909269745
1756909271355,12,1728.25,1729.13,mc,2,1756909269745
1756909271355,13,1165.68,731.319,mc,7,1756909269745
1756909271355,14,2018.36,786.601,mc,8,1756909269745
1756909271355,15,1854.17,1146.8,mc,2,1756909269745
1756909271355,16,1409.17,1729.66,mc,2,1756909269745
1756909271355,17,2096.14,2056.9,mc,4,1756909269745
1756909271355,18,2214.58,1639.86,mc,3,1756909269745
1756909271355,19,1422.06,2355.11,mc,5,1756909269745
1756909271355,20,877.413,2209.4,mc,5,1756909269745
1756909271355,21,1436.31,2445.81,mc,5,1756909269745
1756909271355,22,897.75,789.631,mc,7,1756909269745
1756909271355,23,1727.02,1752.72,mc,2,1756909269745
1756909271355,24,1892.94,590.926,mc,8,1756909269745
1756909271355,25,2400.68,1824.83,mc,3,1756909269745
1756909271355,26,1996.31,2244.42,mc,4,1756909269745
1756909271355,27,1424.08,1425.96,mc,2,1756909269745
1756909271355,28,1014.56,2229.45,mc,5,1756909269745
1756909271455,1,1609.46,953.597,mc,8,1756909269745
1756909271455,2,1081.72,2377.83,mc,5,1756909269745
1756909271455,3,2338.63,1377.94,mc,3,1756909269745
1756909271455,4,696.281,1390.8,mc,6,1756909269745
1756909271455,5,2323.84,1974.38,mc,3,1756909269745
1756909271455,6,1514.22,1652.12,mc,2,1756909269745
1756909271455,7,2003.07,1334.85,mc,3,1756909269745
1756909271455,8,1854.01,2131.56,mc,4,1756909269745
1756909271455,9,557.232,1664.74,mc,6,1756909269745
1756909271455,10,1762.77,1687.43,mc,2,1756909269745
1756909271455,11,1538.85,1096.86,mc,2,1756909269745
1756909271455,12,1727.81,1729.35,mc,2,1756909269745
1756909271455,13,1165.61,730.833,mc,7,1756909269745
1756909271455,14,2018.29,786.511,mc,8,1756909269745
1756909271455,15,1854.44,1146.58,mc,2,1756909269745
1756909271455,16,1409.08,1729.93,mc,2,1756909269745
1756909271455,17,2096.14,2056.71,mc,4,1756909269745
1756909271455,18,2214.6,1639.54,mc,3,1756909269745
1756909271455,19,1422.17,2354.63,mc,5,1756909269745
1756909271455,20,877.334,2209.53,mc,5,1756909269745
1756909271455,21,1435.89,2445.83,mc,5,1756909269745
1756909271455,22,897.521,789.337,mc,7,1756909269745
1756909271455,23,1727.25,1752.39,mc,2,1756909269745
1756909271455,24,1892.8,590.837,mc,8,1756909269745
1756909271455,25,2400.55,1824.76,mc,3,1756909269745
1756909271455,26,1996.19,2244.15,mc,4,1756909269745
1756909271455,27,1423.86,1426.02,mc,2,1756909269745
1756909271455,28,1014.47,2229.66,mc,5,1756909269745
1756909271555,1,1609.09,953.289,mc,8,1756909269745
1756909271555,2,1081.97,2377.88,mc,5,1756909269745
1756909271555,3,2338.56,1378.32,mc,3,1756909269745
1756909271555,4,696.3,1390.59,mc,6,1756909269745
1756909271555,5,2323.7,1974.59,mc,3,1756909269745
1756909271555,6,1513.96,1652.4,mc,2,1756909269745
1756909271555,7,2003.1,1334.57,mc,3,1756909269745
1756909271555,8,1854.12,2131.6,mc,4,1756909269745
1756909271555,9,557.05,1664.71,mc,6,1756909269745
1756909271555,10,1763,1687.05,mc,2,1756909269745
1756909271555,11,1538.92,1097.02,mc,2,1756909269745
