Time,NetEnergy,DiffEnergy
1.7856e-05,0.0662636,0.0662636
0.00025,0.166434,0.10017
0.000267856,0.232697,0.0662636
0.0005,0.332868,0.10017
0.000517856,0.399131,0.0662636
0.00075,0.499301,0.10017
0.000767856,0.565565,0.0662636
0.001,0.665735,0.10017
0.00101786,0.731999,0.0662636
0.00125,0.832169,0.10017
0.00126786,0.898432,0.0662636
0.0015,0.998603,0.10017
0.00151786,1.06487,0.0662636
0.00175,1.16504,0.10017
0.00176786,1.2313,0.0662636
0.002,1.33147,0.10017
0.00201786,1.39773,0.0662636
0.00225,1.4979,0.10017
0.00226786,1.56417,0.0662636
0.0025,1.66434,0.10017
0.00251786,1.7306,0.0662636
0.00275,1.83077,0.10017
0.00276786,1.89703,0.0662636
0.003,1.99721,0.10017
0.00301786,2.06347,0.0662636
0.00325,2.16364,0.10017
0.00326786,2.2299,0.0662636
0.0035,2.33007,0.10017
0.00351786,2.39634,0.0662636
0.00375,2.49651,0.10017
0.00376786,2.56277,0.0662636
0.004,2.66294,0.10017
0.00401786,2.7292,0.0662636
0.00425,2.82937,0.10017
0.00426786,2.89564,0.0662636
0.0045,2.99581,0.10017
0.00451786,3.06207,0.0662636
0.00475,3.16224,0.10017
0.00476786,3.2285,0.0662636
0.005,3.32868,0.10017
0.00501786,3.39494,0.0662636
